instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,type_of_day,hr
219,2011-08-07,3,0,8,0,0,0,1,30.442500000000003,35.7646,75.29169999999999,13.499629,1298,2487,3785,Akhir Pekan,
220,2011-08-08,3,0,8,0,1,1,1,31.365000000000002,35.16415,59.2083,12.875725000000001,846,3480,4326,Hari Kerja,
221,2011-08-09,3,0,8,0,2,1,1,31.775000000000002,36.20605,57.04169999999999,10.125107,907,3695,4602,Hari Kerja,
222,2011-08-10,3,0,8,0,3,1,1,31.433346999999998,34.24915,42.4167,13.417285999999999,884,3896,4780,Hari Kerja,
223,2011-08-11,3,0,8,0,4,1,1,29.4175,32.57605,42.375,11.041332,812,3980,4792,Hari Kerja,
224,2011-08-12,3,0,8,0,5,1,1,29.041653,32.7021,41.5,8.416607,1051,3854,4905,Hari Kerja,
225,2011-08-13,3,0,8,0,6,0,2,28.119153,32.2929,72.9583,14.167418,1504,2646,4150,Akhir Pekan,
226,2011-08-14,3,0,8,0,0,0,2,27.743347,31.219400000000004,81.75,14.916411,1338,2482,3820,Akhir Pekan,
227,2011-08-15,3,0,8,0,1,1,1,27.299153,30.80835,71.20830000000001,13.999918,775,3563,4338,Hari Kerja,
228,2011-08-16,3,0,8,0,2,1,1,28.734153000000003,32.29185,57.8333,15.834043000000001,721,4004,4725,Hari Kerja,
229,2011-08-17,3,0,8,0,3,1,1,29.656653,33.33355,57.5417,9.625689,668,4026,4694,Hari Kerja,
230,2011-08-18,3,0,8,0,4,1,1,29.178347000000002,33.1129,65.45830000000001,15.624936,639,3166,3805,Hari Kerja,
231,2011-08-19,3,0,8,0,5,1,2,28.085,31.661050000000003,72.2917,9.333635999999998,797,3356,4153,Hari Kerja,
232,2011-08-20,3,0,8,0,6,0,1,28.5975,32.4498,67.41669999999999,6.999289,1914,3277,5191,Akhir Pekan,
233,2011-08-21,3,0,8,0,0,0,1,29.144153000000003,33.776250000000005,77.0,16.666518,1249,2624,3873,Akhir Pekan,
234,2011-08-22,3,0,8,0,1,1,1,28.358347000000002,31.9127,47.0,18.54225,833,3925,4758,Hari Kerja,
235,2011-08-23,3,0,8,0,2,1,1,26.274153,30.303350000000002,45.5417,9.833121,1281,4614,5895,Hari Kerja,
236,2011-08-24,3,0,8,0,3,1,1,27.606652999999998,31.5346,60.5,16.958236,949,4181,5130,Hari Kerja,
237,2011-08-25,3,0,8,0,4,1,2,28.050846999999997,32.2927,77.1667,14.125810999999999,435,3107,3542,Hari Kerja,
238,2011-08-26,3,0,8,0,5,1,1,28.7,32.98665,76.125,5.625487499999999,768,3893,4661,Hari Kerja,
239,2011-08-27,3,0,8,0,6,0,2,27.880000000000003,31.7778,85.0,25.166338999999997,226,889,1115,Akhir Pekan,
240,2011-08-28,3,0,8,0,0,0,1,28.989418999999998,32.397949999999994,56.1765,20.412153,1415,2919,4334,Akhir Pekan,
241,2011-08-29,3,0,8,0,1,1,1,26.103347,30.3979,55.45830000000001,10.708275,729,3905,4634,Hari Kerja,
242,2011-08-30,3,0,8,0,2,1,1,26.205847000000002,29.7352,54.833299999999994,8.375536,775,4429,5204,Hari Kerja,
243,2011-08-31,3,0,8,0,3,1,1,26.923347,30.556050000000003,59.791700000000006,5.5833311,688,4370,5058,Hari Kerja,
244,2011-09-01,3,0,9,0,4,1,1,26.855,30.746050000000004,63.916700000000006,9.500332,783,4332,5115,Hari Kerja,
245,2011-09-02,3,0,9,0,5,1,2,26.376653,30.2404,72.70830000000001,9.375243,875,3852,4727,Hari Kerja,
246,2011-09-03,3,0,9,0,6,0,1,27.435847,31.66065,71.6667,12.416775,1935,2549,4484,Akhir Pekan,
247,2011-09-04,3,0,9,0,0,0,1,29.075847,33.27145,74.20830000000001,13.833289,2521,2419,4940,Akhir Pekan,
248,2011-09-05,3,0,9,1,1,0,2,27.606652999999998,31.282300000000003,79.0417,14.250632,1236,2115,3351,Hari Kerja,
249,2011-09-06,3,0,9,0,2,1,3,22.14,25.759999999999998,88.6957,23.044181,204,2506,2710,Hari Kerja,
250,2011-09-07,3,0,9,0,3,1,3,24.565847,27.21145,91.7083,6.500393600000001,118,1878,1996,Hari Kerja,
251,2011-09-08,3,0,9,0,4,1,3,25.990433,27.76805,93.9565,12.914116,153,1689,1842,Hari Kerja,
252,2011-09-09,3,0,9,0,5,1,2,26.650000000000002,28.9473,89.79169999999999,8.333393000000001,417,3127,3544,Hari Kerja,
253,2011-09-10,3,0,9,0,6,0,1,27.060000000000002,30.3981,75.375,10.291736,1750,3595,5345,Akhir Pekan,
254,2011-09-11,3,0,9,0,0,0,1,26.786653,30.46145,71.375,7.708618,1633,3413,5046,Akhir Pekan,
255,2011-09-12,3,0,9,0,1,1,1,26.418268,30.106500000000004,69.2174,5.957171000000001,690,4023,4713,Hari Kerja,
256,2011-09-13,3,0,9,0,2,1,1,26.684153,30.1777,71.25,9.500868,701,4062,4763,Hari Kerja,
257,2011-09-14,3,0,9,0,3,1,1,27.606652999999998,31.345,69.7083,11.2091,647,4138,4785,Hari Kerja,
258,2011-09-15,3,0,9,0,4,1,2,23.677500000000002,27.68355,70.9167,18.166782,428,3231,3659,Hari Kerja,
259,2011-09-16,3,0,9,0,5,1,2,19.235847,23.07375,59.0417,11.000261,742,4018,4760,Hari Kerja,
260,2011-09-17,3,0,9,0,6,0,2,20.158347,23.9256,71.8333,12.708225,1434,3077,4511,Akhir Pekan,
261,2011-09-18,3,0,9,0,0,0,1,20.807499999999997,24.52685,69.5,11.958361,1353,2921,4274,Akhir Pekan,
262,2011-09-19,3,0,9,0,1,1,2,22.515846999999997,26.48375,69.0,10.166713999999999,691,3848,4539,Hari Kerja,
263,2011-09-20,3,0,9,0,2,1,2,23.028347,26.610850000000003,88.125,9.041917999999999,438,3203,3641,Hari Kerja,
264,2011-09-21,3,0,9,0,3,1,2,24.395,27.526650000000004,90.0,6.4590814,539,3813,4352,Hari Kerja,
265,2011-09-22,3,0,9,0,4,1,2,25.761653000000003,27.74815,90.2083,8.584375,555,4240,4795,Hari Kerja,
266,2011-09-23,4,0,9,0,5,1,2,24.975847,26.106249999999996,97.25,5.2505689,258,2137,2395,Hari Kerja,
267,2011-09-24,4,0,9,0,6,0,2,24.873347,28.2206,86.25,5.2516811,1776,3647,5423,Akhir Pekan,
268,2011-09-25,4,0,9,0,0,0,2,26.000847,28.631849999999996,84.5,3.3754064,1544,3466,5010,Akhir Pekan,
269,2011-09-26,4,0,9,0,1,1,2,26.615847000000002,29.452099999999998,84.8333,7.4169,684,3946,4630,Hari Kerja,
270,2011-09-27,4,0,9,0,2,1,2,26.103347,28.726249999999997,88.5417,7.917457,477,3643,4120,Hari Kerja,
271,2011-09-28,4,0,9,0,3,1,2,26.035,28.757899999999996,84.875,9.958143000000002,480,3427,3907,Hari Kerja,
272,2011-09-29,4,0,9,0,4,1,1,25.283347,28.7256,69.91669999999999,11.583161,653,4186,4839,Hari Kerja,
273,2011-09-30,4,0,9,0,5,1,1,23.130847,27.24145,64.75,13.833825,830,4372,5202,Hari Kerja,
274,2011-10-01,4,0,10,0,6,0,2,16.81,20.64315,75.375,19.583832,480,1949,2429,Akhir Pekan,
275,2011-10-02,4,0,10,0,0,0,2,14.623347,17.26585,79.1667,14.874870999999999,616,2302,2918,Akhir Pekan,
276,2011-10-03,4,0,10,0,1,1,2,15.750846999999998,19.6023,76.0833,5.5841686,330,3240,3570,Hari Kerja,
277,2011-10-04,4,0,10,0,2,1,1,19.850847,23.6429,71.0,13.792218,486,3970,4456,Hari Kerja,
278,2011-10-05,4,0,10,0,3,1,1,22.071652999999998,26.3569,64.79169999999999,11.87575,559,4267,4826,Hari Kerja,
279,2011-10-06,4,0,10,0,4,1,1,20.260847000000002,24.02125,62.083299999999994,9.041917999999999,639,4126,4765,Hari Kerja,
280,2011-10-07,4,0,10,0,5,1,1,20.944153,25.2202,68.41669999999999,1.5002439,949,4036,4985,Hari Kerja,
281,2011-10-08,4,0,10,0,6,0,1,21.388347,25.6621,70.125,3.0420814,2235,3174,5409,Akhir Pekan,
282,2011-10-09,4,0,10,0,0,0,1,22.174153,26.19915,72.75,4.251150000000001,2397,3114,5511,Akhir Pekan,
283,2011-10-10,4,0,10,1,1,0,1,23.404153,27.14625,73.375,2.8343814,1514,3603,5117,Hari Kerja,
284,2011-10-11,4,0,10,0,2,1,2,23.233347000000002,27.3048,80.875,9.583814,667,3896,4563,Hari Kerja,
285,2011-10-12,4,0,10,0,3,1,3,22.276653,25.885849999999998,90.625,16.62605,217,2199,2416,Hari Kerja,
286,2011-10-13,4,0,10,0,4,1,2,24.155847,27.5902,89.6667,9.499729,290,2623,2913,Hari Kerja,
287,2011-10-14,4,0,10,0,5,1,2,22.584153,26.48375,71.625,15.000161,529,3115,3644,Hari Kerja,
288,2011-10-15,4,0,10,0,6,0,1,20.773346999999998,24.936249999999998,48.3333,17.291561,1899,3318,5217,Akhir Pekan,
289,2011-10-16,4,0,10,0,0,0,1,20.978347,25.1577,48.6667,18.875039,1748,3293,5041,Akhir Pekan,
290,2011-10-17,4,0,10,0,1,1,1,21.900847,25.53625,57.958299999999994,11.750393,713,3857,4570,Hari Kerja,
291,2011-10-18,4,0,10,0,2,1,2,21.8325,26.13605,70.1667,7.375829,637,4111,4748,Hari Kerja,
292,2011-10-19,4,0,10,0,3,1,3,22.211299,25.6924,89.52170000000001,16.303713,254,2170,2424,Hari Kerja,
293,2011-10-20,4,0,10,0,4,1,1,19.509153,23.32625,63.625,28.292425,471,3724,4195,Hari Kerja,
294,2011-10-21,4,0,10,0,5,1,1,17.5275,21.1798,57.4167,14.833532,676,3628,4304,Hari Kerja,
295,2011-10-22,4,0,10,0,6,0,1,17.322499999999998,21.2746,62.916700000000006,6.2086689,1499,2809,4308,Akhir Pekan,
296,2011-10-23,4,0,10,0,0,0,1,17.288347,21.11665,74.125,6.6673375,1619,2762,4381,Akhir Pekan,
297,2011-10-24,4,0,10,0,1,1,1,18.996653,22.85335,77.2083,7.959064,699,3488,4187,Hari Kerja,
298,2011-10-25,4,0,10,0,2,1,1,19.338347,23.16875,62.291700000000006,11.166086,695,3992,4687,Hari Kerja,
299,2011-10-26,4,0,10,0,3,1,2,19.850847,23.6423,72.04169999999999,9.959014,404,3490,3894,Hari Kerja,
300,2011-10-27,4,0,10,0,4,1,2,19.27,22.8523,81.2917,13.250121,240,2419,2659,Hari Kerja,
301,2011-10-28,4,0,10,0,5,1,2,13.564153,15.9406,58.58330000000001,15.375093,456,3291,3747,Hari Kerja,
302,2011-10-29,4,0,10,0,6,0,3,10.420846999999998,11.39565,88.25,23.541857,57,570,627,Akhir Pekan,
303,2011-10-30,4,0,10,0,0,0,1,13.085847,16.06645,62.375,11.833339,885,2446,3331,Akhir Pekan,
304,2011-10-31,4,0,10,0,1,1,1,13.940000000000001,17.803150000000002,70.3333,7.12545,362,3307,3669,Hari Kerja,
305,2011-11-01,4,0,11,0,2,1,1,16.434153,19.8544,68.375,9.083257,410,3658,4068,Hari Kerja,
306,2011-11-02,4,0,11,0,3,1,1,15.477500000000001,19.50665,71.875,5.5001439,370,3816,4186,Hari Kerja,
307,2011-11-03,4,0,11,0,4,1,1,16.741653,20.296049999999997,70.20830000000001,9.166739,318,3656,3974,Hari Kerja,
308,2011-11-04,4,0,11,0,5,1,2,16.536653,20.1696,62.25000000000001,18.209193,470,3576,4046,Hari Kerja,
309,2011-11-05,4,0,11,0,6,0,1,13.393346999999999,16.1927,51.916700000000006,12.667154,1156,2770,3926,Akhir Pekan,
310,2011-11-06,4,0,11,0,0,0,1,14.281653,18.117900000000002,73.4583,6.1676314,952,2697,3649,Akhir Pekan,
311,2011-11-07,4,0,11,0,1,1,1,16.195,20.04355,75.875,3.834075,373,3662,4035,Hari Kerja,
312,2011-11-08,4,0,11,0,2,1,1,16.741653,20.6123,72.16669999999999,4.6255125,376,3829,4205,Hari Kerja,
313,2011-11-09,4,0,11,0,3,1,1,16.400000000000002,20.453950000000003,75.83330000000001,4.1671186,305,3804,4109,Hari Kerja,
314,2011-11-10,4,0,11,0,4,1,2,15.58,18.68605,81.3333,12.667489000000002,190,2743,2933,Hari Kerja,
315,2011-11-11,4,0,11,1,5,0,1,13.290847,15.34085,44.625,21.083225,440,2928,3368,Hari Kerja,
316,2011-11-12,4,0,11,0,6,0,1,14.623347,17.8971,55.2917,14.208154,1275,2792,4067,Akhir Pekan,
317,2011-11-13,4,0,11,0,0,0,1,18.074153,21.5275,45.8333,18.875307,1004,2713,3717,Akhir Pekan,
318,2011-11-14,4,0,11,0,1,1,1,21.73,26.2306,58.7083,20.541932,595,3891,4486,Hari Kerja,
319,2011-11-15,4,0,11,0,2,1,2,21.73,25.37895,68.875,13.375411,449,3746,4195,Hari Kerja,
320,2011-11-16,4,0,11,0,3,1,3,18.723347,22.5994,93.0,9.167543,145,1672,1817,Hari Kerja,
321,2011-11-17,4,0,11,0,4,1,2,14.008347,16.16105,57.5833,20.459254,139,2914,3053,Hari Kerja,
322,2011-11-18,4,0,11,0,5,1,1,11.240847,13.63605,41.0,11.291711,245,3147,3392,Hari Kerja,
323,2011-11-19,4,0,11,0,6,0,1,13.495847,16.22415,50.208299999999994,15.041232,943,2720,3663,Akhir Pekan,
324,2011-11-20,4,0,11,0,0,0,2,18.996653,22.8529,68.45830000000001,12.45865,787,2733,3520,Akhir Pekan,
325,2011-11-21,4,0,11,0,1,1,3,18.3475,22.2531,91.0,9.249618,220,2545,2765,Hari Kerja,
326,2011-11-22,4,0,11,0,2,1,3,17.083347,21.0848,96.25,7.959064,69,1538,1607,Hari Kerja,
327,2011-11-23,4,0,11,0,3,1,2,18.074153,21.52685,75.79169999999999,22.500275,112,2454,2566,Hari Kerja,
328,2011-11-24,4,0,11,1,4,0,1,15.306653,18.62355,54.9167,11.209368000000001,560,935,1495,Hari Kerja,
329,2011-11-25,4,0,11,0,5,1,1,15.375,19.033549999999998,64.375,6.6260186,1095,1697,2792,Hari Kerja,
330,2011-11-26,4,0,11,0,6,0,1,15.409152999999998,19.254350000000002,68.1667,4.5841936,1249,1819,3068,Akhir Pekan,
331,2011-11-27,4,0,11,0,0,0,1,18.825847,22.79,69.8333,13.999918,810,2261,3071,Akhir Pekan,
332,2011-11-28,4,0,11,0,1,1,1,20.642598,24.5061,74.3043,9.522174,253,3614,3867,Hari Kerja,
333,2011-11-29,4,0,11,0,2,1,2,18.791653,22.56875,83.08330000000001,17.292164,96,2818,2914,Hari Kerja,
334,2011-11-30,4,0,11,0,3,1,1,13.325000000000001,15.561050000000002,61.3333,18.167586,188,3425,3613,Hari Kerja,
335,2011-12-01,4,0,12,0,4,1,1,12.8125,15.2777,52.4583,14.750586,182,3545,3727,Hari Kerja,
336,2011-12-02,4,0,12,0,5,1,1,12.880847,16.571649999999998,62.583299999999994,6.750518,268,3672,3940,Hari Kerja,
337,2011-12-03,4,0,12,0,6,0,1,12.265847,15.530199999999999,61.291700000000006,6.4174811,706,2908,3614,Akhir Pekan,
338,2011-12-04,4,0,12,0,0,0,1,13.564153,17.455000000000002,77.5833,5.6252061,634,2851,3485,Akhir Pekan,
339,2011-12-05,4,0,12,0,1,1,2,15.819153,19.696250000000003,82.70830000000001,4.1679561000000005,233,3578,3811,Hari Kerja,
340,2011-12-06,4,0,12,0,2,1,3,18.962500000000002,22.82,94.9583,15.583061,126,2468,2594,Hari Kerja,
341,2011-12-07,4,0,12,0,3,1,3,16.81,20.0123,97.04169999999999,17.833725,50,655,705,Hari Kerja,
342,2011-12-08,4,0,12,0,4,1,1,10.899153,12.8469,57.99999999999999,16.083886,150,3172,3322,Hari Kerja,
343,2011-12-09,4,0,12,0,5,1,1,11.924153,15.877099999999999,69.58330000000001,5.5420189,261,3359,3620,Hari Kerja,
344,2011-12-10,4,0,12,0,6,0,1,11.275,13.320599999999999,50.74999999999999,15.625807,502,2688,3190,Akhir Pekan,
345,2011-12-11,4,0,12,0,0,0,1,9.054153,12.6577,49.0,4.458293899999999,377,2366,2743,Akhir Pekan,
346,2011-12-12,4,0,12,0,1,1,1,9.771652999999999,13.5098,67.08330000000001,4.251150000000001,143,3167,3310,Hari Kerja,
347,2011-12-13,4,0,12,0,2,1,1,11.5825,15.0569,59.0,9.41685,155,3368,3523,Hari Kerja,
348,2011-12-14,4,0,12,0,3,1,2,13.0175,16.9181,66.375,4.0842061,178,3562,3740,Hari Kerja,
349,2011-12-15,4,0,12,0,4,1,2,17.322499999999998,20.61185,63.416700000000006,17.958814,181,3528,3709,Hari Kerja,
350,2011-12-16,4,0,12,0,5,1,2,15.375,17.99125,50.0417,17.458525,178,3399,3577,Hari Kerja,
351,2011-12-17,4,0,12,0,6,0,2,10.591652999999999,12.46855,56.0833,16.292189,275,2464,2739,Akhir Pekan,
352,2011-12-18,4,0,12,0,0,0,1,9.771652999999999,12.27895,58.62500000000001,11.375193000000001,220,2211,2431,Akhir Pekan,
353,2011-12-19,4,0,12,0,1,1,1,11.343347,14.04665,63.74999999999999,11.584031999999999,260,3143,3403,Hari Kerja,
354,2011-12-20,4,0,12,0,2,1,2,15.819153,19.822699999999998,59.5417,4.1252436,216,3534,3750,Hari Kerja,
355,2011-12-21,1,0,12,0,3,1,2,17.561653,21.40085,85.83330000000001,14.8338,107,2553,2660,Hari Kerja,
356,2011-12-22,1,0,12,0,4,1,2,17.356653,21.306050000000003,75.75,3.1674249999999997,227,2841,3068,Hari Kerja,
357,2011-12-23,1,0,12,0,5,1,1,15.306653,18.87565,68.625,18.374482,163,2046,2209,Hari Kerja,
358,2011-12-24,1,0,12,0,6,0,1,12.4025,14.9621,54.25,12.750368,155,856,1011,Akhir Pekan,
359,2011-12-25,1,0,12,0,0,0,1,11.266103,13.998050000000001,68.13040000000001,10.391097,303,451,754,Akhir Pekan,
360,2011-12-26,1,0,12,1,1,0,1,13.191299,15.77675,50.6957,16.044155,430,887,1317,Hari Kerja,
361,2011-12-27,1,0,12,0,2,1,2,13.325000000000001,16.38165,76.25,12.62615,103,1059,1162,Hari Kerja,
362,2011-12-28,1,0,12,0,3,1,1,12.264330000000001,13.9987,50.39130000000001,19.695386999999997,255,2047,2302,Hari Kerja,
363,2011-12-29,1,0,12,0,4,1,1,10.181653,13.194600000000001,57.4167,8.000604000000001,254,2169,2423,Hari Kerja,
364,2011-12-30,1,0,12,0,5,1,1,12.778347000000002,15.9406,63.6667,9.000579,491,2508,2999,Hari Kerja,
365,2011-12-31,1,0,12,0,6,0,1,16.81,20.70605,61.583299999999994,14.750318,665,1820,2485,Akhir Pekan,
366,2012-01-01,1,1,1,0,0,0,1,15.17,18.78105,69.25,12.875189,686,1608,2294,Akhir Pekan,
367,2012-01-02,1,1,1,1,1,0,1,11.194763,12.615199999999998,38.130399999999995,22.087555,244,1707,1951,Hari Kerja,
368,2012-01-03,1,1,1,0,2,1,1,6.1499999999999995,6.31375,44.125,24.499957000000002,89,2147,2236,Hari Kerja,
369,2012-01-04,1,1,1,0,3,1,2,4.4075,5.96685,41.4583,12.3749,95,2273,2368,Hari Kerja,
370,2012-01-05,1,1,1,0,4,1,1,10.899153,13.9206,52.416700000000006,8.709128999999999,140,3132,3272,Hari Kerja,
371,2012-01-06,1,1,1,0,5,1,1,13.700847,17.01335,54.2083,11.249836,307,3791,4098,Hari Kerja,
372,2012-01-07,1,1,1,0,6,0,1,16.126653,19.53895,53.1667,11.708786,1070,3451,4521,Akhir Pekan,
373,2012-01-08,1,1,1,0,0,0,1,13.8375,17.012900000000002,46.5,12.833314,599,2826,3425,Akhir Pekan,
374,2012-01-09,1,1,1,0,1,1,2,9.190847,12.37395,70.1667,6.6263000000000005,106,2270,2376,Hari Kerja,
375,2012-01-10,1,1,1,0,2,1,1,12.656536000000001,15.9413,64.65220000000001,12.565984,173,3425,3598,Hari Kerja,
376,2012-01-11,1,1,1,0,3,1,2,11.240847,14.14105,84.75,8.791807,92,2085,2177,Hari Kerja,
377,2012-01-12,1,1,1,0,4,1,2,15.682500000000001,19.0969,80.2917,12.124789,269,3828,4097,Hari Kerja,
378,2012-01-13,1,1,1,0,5,1,1,11.240847,12.4681,50.74999999999999,25.333236,174,3040,3214,Hari Kerja,
379,2012-01-14,1,1,1,0,6,0,1,7.38,9.15435,45.75,12.541260999999999,333,2160,2493,Akhir Pekan,
380,2012-01-15,1,1,1,0,0,0,1,6.833347000000001,8.081249999999999,41.9167,16.834286,284,2027,2311,Akhir Pekan,
381,2012-01-16,1,1,1,1,1,0,1,7.79,9.53315,52.25,15.500986000000001,217,2081,2298,Hari Kerja,
382,2012-01-17,1,1,1,0,2,1,2,15.294763,18.2139,71.6087,23.39171,127,2808,2935,Hari Kerja,
383,2012-01-18,1,1,1,0,3,1,1,12.436653000000002,13.7627,44.333299999999994,27.833743,109,3267,3376,Hari Kerja,
384,2012-01-19,1,1,1,0,4,1,1,7.79,9.501900000000001,49.75,14.750586,130,3162,3292,Hari Kerja,
385,2012-01-20,1,1,1,0,5,1,2,8.9175,11.047899999999998,45.0,13.58425,115,3048,3163,Hari Kerja,
386,2012-01-21,1,1,1,0,6,0,2,7.106653,8.74375,83.125,14.917014,67,1234,1301,Akhir Pekan,
387,2012-01-22,1,1,1,0,0,0,2,6.6625000000000005,8.1125,79.625,13.375746000000001,196,1781,1977,Akhir Pekan,
388,2012-01-23,1,1,1,0,1,1,2,8.951653,12.152899999999999,91.125,7.417436,145,2287,2432,Hari Kerja,
389,2012-01-24,1,1,1,0,2,1,1,14.0425,17.455399999999997,83.58330000000001,8.292389,439,3900,4339,Hari Kerja,
390,2012-01-25,1,1,1,0,3,1,1,12.060847,14.74105,64.375,10.791756999999999,467,3803,4270,Hari Kerja,
391,2012-01-26,1,1,1,0,4,1,2,14.008347,17.8025,76.95830000000001,4.9175186,244,3831,4075,Hari Kerja,
392,2012-01-27,1,1,1,0,5,1,2,17.425,20.76915,74.125,22.958689,269,3187,3456,Hari Kerja,
393,2012-01-28,1,1,1,0,6,0,1,12.949152999999999,16.318949999999997,54.333299999999994,14.125542999999999,775,3248,4023,Akhir Pekan,
394,2012-01-29,1,1,1,0,0,0,1,11.5825,13.63605,31.125000000000004,16.08335,558,2685,3243,Akhir Pekan,
395,2012-01-30,1,1,1,0,1,1,1,11.035847,13.13125,40.0833,14.458064,126,3498,3624,Hari Kerja,
396,2012-01-31,1,1,1,0,2,1,1,15.99,19.06585,41.6667,17.541739,324,4185,4509,Hari Kerja,
397,2012-02-01,1,1,2,0,3,1,1,19.235847,23.326900000000002,50.79169999999999,12.667489000000002,304,4275,4579,Hari Kerja,
398,2012-02-02,1,1,2,0,4,1,2,16.365847,19.94855,67.29169999999999,12.541528999999999,190,3571,3761,Hari Kerja,
399,2012-02-03,1,1,2,0,5,1,1,12.846652999999998,15.4673,52.6667,11.959232,310,3841,4151,Hari Kerja,
400,2012-02-04,1,1,2,0,6,0,2,10.830846999999999,13.63625,77.95830000000001,8.167032,384,2448,2832,Akhir Pekan,
401,2012-02-05,1,1,2,0,0,0,2,10.899153,13.22605,68.7917,11.791732000000001,318,2629,2947,Akhir Pekan,
402,2012-02-06,1,1,2,0,1,1,1,11.586969,14.8213,62.2174,10.304599999999999,206,3578,3784,Hari Kerja,
403,2012-02-07,1,1,2,0,2,1,1,14.520847,18.0552,49.625,9.874393000000001,199,4176,4375,Hari Kerja,
404,2012-02-08,1,1,2,0,3,1,2,10.523347,13.321050000000001,72.2917,8.959307,109,2693,2802,Hari Kerja,
405,2012-02-09,1,1,2,0,4,1,1,10.865,13.0994,56.2083,13.000478999999999,163,3667,3830,Hari Kerja,
406,2012-02-10,1,1,2,0,5,1,2,11.514153,14.6779,54.0,7.834243000000001,227,3604,3831,Hari Kerja,
407,2012-02-11,1,1,2,0,6,0,3,9.190847,10.54335,73.125,19.416332,192,1977,2169,Akhir Pekan,
408,2012-02-12,1,1,2,0,0,0,1,5.2275,5.0828999999999995,46.4583,27.417204,73,1456,1529,Akhir Pekan,
409,2012-02-13,1,1,2,0,1,1,1,9.1225,11.39565,41.125,11.207961,94,3328,3422,Hari Kerja,
410,2012-02-14,1,1,2,0,2,1,2,13.085847,16.697300000000002,50.875,9.458993,135,3787,3922,Hari Kerja,
411,2012-02-15,1,1,2,0,3,1,1,14.281653,17.58145,53.125,12.167200000000001,141,4028,4169,Hari Kerja,
412,2012-02-16,1,1,2,0,4,1,2,12.983346999999998,16.5081,75.29169999999999,6.125475000000001,74,2931,3005,Hari Kerja,
413,2012-02-17,1,1,2,0,5,1,1,14.076653,17.58145,63.4583,13.791682,349,3805,4154,Hari Kerja,
414,2012-02-18,1,1,2,0,6,0,1,14.213347,17.77125,53.4583,12.792243,1435,2883,4318,Akhir Pekan,
415,2012-02-19,1,1,2,0,0,0,2,11.48,13.2894,51.5833,16.958504,618,2071,2689,Akhir Pekan,
416,2012-02-20,1,1,2,1,1,0,1,11.48,13.66955,50.7826,15.348561,502,2627,3129,Hari Kerja,
417,2012-02-21,1,1,2,0,2,1,1,11.800866000000001,14.755650000000001,59.434799999999996,13.783039,163,3614,3777,Hari Kerja,
418,2012-02-22,1,1,2,0,3,1,1,16.229153,19.63335,56.7917,15.709557,394,4379,4773,Hari Kerja,
419,2012-02-23,1,1,2,0,4,1,1,18.620846999999998,22.2223,55.45830000000001,12.791171,516,4546,5062,Hari Kerja,
420,2012-02-24,1,1,2,0,5,1,2,16.7075,20.54855,73.75,15.916989,246,3241,3487,Hari Kerja,
421,2012-02-25,1,1,2,0,6,0,1,11.924153,12.78375,39.5833,28.250014,317,2415,2732,Akhir Pekan,
422,2012-02-26,1,1,2,0,0,0,1,11.445847,13.4154,41.0,13.750342999999999,515,2874,3389,Akhir Pekan,
423,2012-02-27,1,1,2,0,1,1,1,15.033347000000001,17.8977,49.0833,17.958211000000002,253,4069,4322,Hari Kerja,
424,2012-02-28,1,1,2,0,2,1,1,14.725847,17.67625,39.5833,12.958939,229,4134,4363,Hari Kerja,
425,2012-02-29,1,1,2,0,3,1,2,14.118267999999999,17.4235,80.4783,12.000839,65,1769,1834,Hari Kerja,
426,2012-03-01,1,1,3,0,4,1,1,19.919153,23.768549999999998,61.5417,15.208129,325,4665,4990,Hari Kerja,
427,2012-03-02,1,1,3,0,5,1,2,14.486653,17.9921,65.7083,9.708568,246,2948,3194,Hari Kerja,
428,2012-03-03,1,1,3,0,6,0,2,16.980847,20.6746,62.125,10.792293,956,3110,4066,Akhir Pekan,
429,2012-03-04,1,1,3,0,0,0,1,13.359153,15.15105,40.3333,22.416257,710,2713,3423,Akhir Pekan,
430,2012-03-05,1,1,3,0,1,1,1,9.976652999999999,12.05855,50.625,15.333486,203,3130,3333,Hari Kerja,
431,2012-03-06,1,1,3,0,2,1,1,10.591652999999999,12.752099999999999,45.6667,13.458625,221,3735,3956,Hari Kerja,
432,2012-03-07,1,1,3,0,3,1,1,16.570847,19.255,51.3333,23.167193,432,4484,4916,Hari Kerja,
433,2012-03-08,1,1,3,0,4,1,1,21.627499999999998,26.230199999999996,56.75,29.584721,486,4896,5382,Hari Kerja,
434,2012-03-09,1,1,3,0,5,1,2,16.844153,19.85415,40.708299999999994,27.7916,447,4122,4569,Hari Kerja,
435,2012-03-10,1,1,3,0,6,0,1,11.7875,13.888349999999999,35.0417,15.125250000000001,968,3150,4118,Akhir Pekan,
436,2012-03-11,1,1,3,0,0,0,1,14.831299,17.9835,47.6957,14.913329000000001,1658,3253,4911,Akhir Pekan,
437,2012-03-12,1,1,3,0,1,1,1,19.133347,22.9796,48.9167,13.916771,838,4460,5298,Hari Kerja,
438,2012-03-13,1,1,3,0,2,1,1,23.165,27.14645,61.75000000000001,15.87565,762,5085,5847,Hari Kerja,
